제목,지역,소분류,성별,내용
소아청소년 완화의료 자원봉사자 모집 ,광주,동구,공통,"소아청소년 완화의료팀에서 함께하실 자원봉사자를 모집합니다.1. 총 모집인원 : 6명    광주전남대학교병원-1명(매주 목요일 활동)    화순전남대학교병원-5명(매주 요일 지정하여 활동)2. 자원봉사대상    만24세미만 소아청소년 및 가족3. 활동사항    말벗 등 정서적 지원, 아돌돌봄서비스, 프로그램 지원 등4. 사전교육 필수 참석    2019일반인을 위한 호스피스완화의료교육 04.25~04.26 (화순전남대학교병원)5. 면접일정     4.23일 2시 면접추가 문의사항은 담당자에게 문의주시기 바랍니다.융통성있게 운영하고 있으니 관심있으신 분들의 많은 신청 바랍니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
울산지역 지적장애인 트레킹 체험 자원봉사자 모집(4월~6월 총 6회),울산,남구,공통,따뜻한 봄기운과 밝은 공기룰 마시며 울산지역 지적장애인들과 함께트레킹을 할 예정입니다. 이에 함께하실 자원봉사자를 모집하오니 많은 참여 부탁드리겠습니다.1. 일시: 4월 14일(일) 12시30분 ~ 16시30분   장소: 울산 천마산 편백숲 걷기   인원: 8명   활동내용: 활동보조      2. 일시: 4월 28일(일) 12시30분 ~ 16시30분   장소: 울산 남산 둘레길 걷기   인원: 8명      활동내용: 활동보조   3. 일시: 5월12일(일) 12시30분 ~ 16시30분   장소: 울산 무룡산 등산   인원: 8명   활동내용: 활동보조4. 일시: 5월26일(일) 12시30분 ~ 16시30분   장소: 대왕암공원   인원: 8명   활동내용: 활동보조5. 일시: 6월9일(일) 12시30분 ~ 16시30분   장소: 다운동입화산   인원: 8명      활동내용: 활동보조6. 일시: 6월23일(일) 12시30분 ~ 16시30분   장소: 부산둘레길(버스이용)   인원: 8명      활동내용: 활동보조담당자: 김지성 연락처: 010-4858-6347※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[굿네이버스] 경기1본부 펀드레이징 분야 NGO봉사단 2기 모집,경기,성남시,공통,"[특전]-직접 캠페이너로서 굿네이버스 사업에 대해 이해하고 체험할 수 있는 절호의 기회!-뻔~~한 활동이 아닌 나만의 스토리를 만들 수 있는 기회!-말로만 들었던 어려운 펀드레이징을 쉽게 재밌게 알 수 있는 기회!-유쾌한 굿네이버스 직원이 전해주는 입사 노하우 및 꿀팁 제공 기회! [모집인원] 00명 [모집대상]-굿네이버스 사업 및 국제구호개발 NGO활동에 관심이 있는 분-NGO봉사단 활동기간을 성실히 완수할 수 있는 분-굿네이버스 사업 안내에 대해 적극적이고 열정적으로 임할 수 있는 분-봉사정신과 책임감이 강하며 범죄 경력이 없는 자-대학교 재학생, 복학생, 휴학생, 졸업생 등 학력, 거주지역 무관 [활동기간] 12:30-18:00(5시간)/주1~2회(월~금요일 중 선택) [NGO봉사단 활동 혜택]-봉사시간 인증(VMS) 및 NGO봉사단 수료증 지급-굿네이버스 입사 Pre인턴십 제공 (차등 지급)-NGO단체 캠페이너 활동 경험-굿네이버스 사업 및 NGO관련 교육 제공 [활동내용]-국내외 아이들의 좋은 변화를 만들어 가기 위한 주1회 캠페이너-굿네이버스가 다루고 있는 국내 및 국제이슈를 통한 나눔문화 캠페인 진행-굿네이버스 내 사업 및 행사 참여-거리시민들이 나눔에 동참할 수 있도록 적극적인 캠페이너 활동-SNS를 통한 굿네이버스 홍보활동  [접수 및 문의방법]-접수 : VMS 접수 / 문의 : 굿네이버스 경기1본부 문유라 간사 T.031-778-7020*굿네이버스와 함께 세상을 위한 좋은변화를 이루어가는데 동참해주실 여러분들의 적극적인 참여 부탁드립니다*※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
쇼핑백 접기,경기,용인시,공통,"발달장애인들과 함께 쇼핑백 접기입니다.활동은 어렵지 않고, 근로인분들도 분위기가 밝아서 금방 친해지실 수 있습니다.평일에 신청이 가능하나작업일정에 따라 조금씩 변경될 수 있으니 담당자에게 먼저 연락주시기 바랍니다.www.haedunsolsw.org에서 오시는 길과 생산품에 대한 다양한 정보를 확인하실 수 있습니다.점심식사는 식권을 구입하셔야하니 참고해주시기 바랍니다.신청은 전화나 문자로 부탁드립니다.031-323-3450※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
울산 장애인의 날 기념행사 자원봉사자 모집,울산,중구,공통,"다가오는 4월 20일 장애인의 날 맞이하여제39회 장애인의 날을 기념하여 4월 30일(화)에 기념행사를 실시합니다.이에 자원봉사자를 모집하오니 많은 참여 부탁드리겠습니다.1. 4월 30일(화)장소: 울산 동천체육관시간: 10:00 ~ 16:00 (6시간)활동내용: 도시락 배분, 간식배분, 행사 진행 관련 업무 지원담당자 연락처 : 052-276-1730담당자 메  일 : uamr0930@hanmail.net  ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
삼성서울병원 ‘MPS(뮤코다당증) 환자의 날’ 자원봉사자를 모집합니다!,서울,강남구,공통,"삼성서울병원 뮤코다당증센터에서는 년 1회 뮤코다당증 환자와 가족들이 마음껏 웃고 서로의 마음을 토닥토닥할 수 있는「뮤코다당증 환자의 날」을 진행하고 있습니다. 함께 힘이 되어줄 토닥토닥 서포터즈(자원봉사자)를 모집합니다. 뮤코다당증은 세포조직에 있는 성분인 뮤코다당체를 분해 하는데 필요한 리조좀의 효소 결핍으로 발생되는희귀 유전대사성의 난치성 질환으로 특이한 얼굴 모양과 성장 및 지능장애, 여러가지 신체기능의 퇴화가 동반되는 안타까운 병입니다.완치가 되는 방법은 없고 증상 완화를 위하여 부족한 효소를 주 1회 혈관주사로 보충해 주는 치료를 합니다. ○ 행 사 명 : 너의 하루를 안아줄께 토닥토닥  ‘제 18회 한국 뮤코다당증 환자의 날’ ○ 행사일시 : 2019년 4월 30일(화) 11:30~16:30                  (사회복지자원봉사인증관리 시스템 VMS 봉사 6시간 입력, 간식류 제공) ○ 봉사신청기간 : 2019년 4월 20일까지 (20명 모집이 되면 종료) ○ 봉사자 역할  - 보호자가 행사에 적극 참여할 수 있도록 환아 돌보기  - 환자 가족이 즐길 수 있는 게임 운영 (예, 룰렛 게임이나 제기차기 등)  - 행사 준비 및 정리 ○ 문의처 : 삼성서울병원 권은경 수석 (T. 010-9933-3757)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
울산 장애인의 날 주간행사 자원봉사자 모집,울산,남구,공통,"다가오는 4월 20일 장애인의 날 맞이하여제39회 장애인의 날을 기념하여 4월 25일(목)에 주간행사를 실시합니다.이에 자원봉사자를 모집하오니 많은 참여 부탁드리겠습니다.1. 4월 25일(목)장소: 울산 종하체육관시간: 10:00 ~ 16:00 (6시간)활동내용: 도시락 배분, 간식배분, 행사 진행 관련 업무 지원담당자 연락처 : 052-276-1730담당자 메  일 : uamr0930@hanmail.net  ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
호스피스완화의료 자원봉사자 모집 ,전남,화순군,공통,"- 기관명 : 화순전남대학교병원 완화의료병동- 담당자 : 김영신 사회복지사- 연락처 : 061-379-7729- 봉사내용 : 말벗, 발마사지, 목욕, 독서도우미, 재능기부(사진촬영, 캐리커쳐 그리기 등) , 환자와 가족에게 도움되는 모든 활동안녕하세요.화순전남대학교병원 호스피스완화의료팀입니다.호스피스 완화의료란? 말기암환자와 가족들을 위해 신체적심리적,사회적, 영적 고통을 완화하는 전문적인 의료서비스로전인적 돌봄을 위해 의사, 간호사, 사회복지사, 성직자, 자원봉사자 다양한 전문가들로 이루어진 다학제 팀으로 구성되어 있습니다.호스피스 자원봉사는 일반봉사와 달리 말기암에 대한 기본적인 지식 및 말기암의 특성과 환자들의 심리상태 등과 같은 이론교육을 이수하고실습을 거친 이후에 자원봉사자 인증서를 수여하고 있으며 인증서를 수여받은 봉사자만이 활동할 수 있습니다.따뜻한 마음을 가진 봉사자분들의 많은 참여 부탁드립니다.<별첨>- 호스피스 봉사자(일반인) 교육 일정 -* 일시 : 2019. 4. 25(목) - 26(금) 9:30~17:00* 장소 : 화순전남대학교병원 암센터 2층 회의실* 프로그램 : 전남지역암센터 홈페이지 참조* 교육 수료 후 수료증을 드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
서울적십자병원 호스피스병동 환경 꾸미기,서울,종로구,공통,"안녕하세요?서울적십자병원 호스피스병동입니다.말기암환자와 보호자들의 정서안정에 도움이 되고자병동환경을 꾸미고자 아래와 같이 봉사자를 모집합니다.성실하고 재능이 있는 봉사자분들의 많은 지원 부탁드립니다.1. 자격사항 가. 예술적 감각이 있는 자 나. 미대 전공자 및 관련 분야 전공자, 유아교육학과 전공자 선호 다. 친구 및 지인과 함께 그룹 봉사활동 선호2. 작업 가능 일정   월~금 까지 공휴일 제외 주중만 가능.   (09:00~ 18:00) 3. 봉사자 특혜  가. 식사 및 다과 제공  나. VMS 봉사시간 제공4. 신청방법  VMS 신청 후 전화 문의 02-2002-8983      ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
서구건강가정다문화가족지원센터 프로그램 보조 자원봉사자를 모집합니다.,대구,서구,공통,"서구건강가정·다문화가족지원센터에서는 모든 가족이 건강하고 안정적인 가족관계를 증진할 수 있도록 기여하고 다문화 가족이 한국사회에 초기정착 할 수 있도록 포괄적인 서비스를 제공하는 시설입니다.기간 : 2019. 04. 05(금) - 12. 13. (금) 시간 : 매주 금 10:00-12:00장소 : 서구건강가정·다문화가족지원센터(대구 서구 서대구로 330, 6층)내용 : 결혼이민자 대상으로 실시하는 태권도 교실 참여자 아이돌봄신청 및 문의 : 053-341-8312 / 권진영 사회복지사**신청 후 센터로 꼭 전화 부탁드립니다**※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
인천사회복지사협회 행정업무보조,인천,남동구,공통,"인천사회복지사협회 행정업무 보조시간 : 09:30 ~ 17:30장소 : 인천 남동구 용천로 208 사회복지회관 401호날짜, 시간 협의 가능, 식사제공2019년 4월 1일 ~ 2019년 4월 30일      많은 신청 바랍니다~※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[장애인직업안정연구원]청소년장애인인식개선퀴즈대회'희망큰북',대구,북구,공통,안녕하세요?장애인직업안정연구원입니다. 청소년 장애인 인식개선 퀴즈대회  '희망큰북' 진행을 보조해줄 자원봉사자를 아래와 같이 모집합니다.많은 관심과 참여 부탁드립니다.일시: 2019..4.22(월) 12:00~16:00 (4시간)  ※간식 및  기념품 제공장소: 대구광역시 북구 학남로 78 학남고등학교 강당내용: 청소년 장애인 인식개선 퀴즈대회 진행 보조문의사항은 010-8353-5138로 연락주십시요. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[굿네이버스 경기2본부] 희망편지쓰기대회 행정업무보조 자원봉사자 모집,경기,고양시,공통,"희망편지쓰기대회 행정업무보조 자원봉사자 모집합니다.○ 활동일시 : (평일) 월~금 13:00~18:00 (5시간) ※ 봉사시간은 선택, 조율이 가능합니다.○ 활동장소 : 굿네이버스 경기2본부 (경기도 고양시 덕양구 중앙로 616, 동원빌딩 5층)○ 활동내용 : 희망편지쓰기대회 행정업무 보조, 물품세팅, 모금액 계수 등○ 신청대상 : 성인○ 문 의 : 사단법인굿네이버스인터내셔날 경기2본부 장하은 담당자(031-908-1391) ※ 일정 변경 시 기관 031-908-1391로 전화주시기 바랍니다. ※ 신청 후 무단결석을 할 경우 다음번 활동에 불이익이 있을 수 있습니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[노인자원봉사] 2019년 분당노인종합복지관 봄나들이 활동 자원봉사자를 모집합니다.,경기,성남시,공통,"1. 봉사일자 : 2019-04-24~2019-04-242. 봉사장소 : 태안 일대3. 봉사내용 : [노인자원봉사] 2019년 분당노인종합복지관 봄나들이 활동 자원봉사자를 모집합니다.4. 봉사시간 : 08:00 ~ 18:00(10시간 이상)안녕하세요 분당노인종합복지관입니다.분당노인종합복지관에서는 노인자원봉사 의욕증진 프로그램의 일환으로 봄나들이를 진행하고자합니다.태안일대로 다녀오는 봉사활동이며,  활동 보조해주실 자원봉사자를 모집합니다.많은 참여 부탁드리겠습니다.^_^문의사항은 031-785-9218 김태연사회복지사에게 문의해주시면 감사하겠습니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
해운대구청소년상담복지센터 2019년 숲체험 힐링 캠프 멘토 모집,부산,해운대구,공통,"1.모집대상- 청소년에게 관심이 있는 20세 이상 대학생 및 성인2.운영기간- 2019년 4월 25일 ~ 26일 (1박2일)3.운영장소- 국립청도숲체원(경북 청도군 소재)4.활동내용- 상담 멘토(청소년 정서지원)- 캠프 프로그램 진행 보조5.활동혜택-자원봉사활동 시간인정, 실비(2만원) 증정6.신청방법- 전화접수(051-715-1383 상담원 이현정)7.문의- 상담지원팀 이현정 (051-715-1383)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[기아대책]행복한나눔 목동점 자원봉사 모집!!,서울,양천구,여,"기아대책 (재)행복한나눔 목동점 자원봉사를 모집합니다.기아대책 행복한나눔은 개인과 기업의 기증품을 판매하여 그 수익금으로 국내외 소외된 이웃을 돕는 사회적기업입니다.1. 모집분야: 나눔가게 목동점 매장 자원봉사2. 봉사내용: 매장 물품 판매 및 정리정돈과 매니저 업무보조3. 모집인원: 3명4. 봉사시간: 평일(10:00~19:00) 매장 오픈 시간 내에서 매니저와 상의 후 시간 선택 가능(하루 최소 4시간)                토요일(11:00~17:00) 토요일은 매주 6시간 봉사, 최소 2개월이상 가능하신 분으로 모집하고 있음.5. 지원기간: 상시 모집하고 있으며 최소 희망 날짜 2-3일 전에는 신청 바람                *신청시, 개별연락드립니다.6. 위치: 서울시 양천구 목2동 214-3, 1층 행복한나눔7. 지원방법: 이메일 접수(hj0311@kfhi.or.kr)               *별도의 지원양식은 없으며 [목동점 자원봉사] 제목으로 성함과나이, 연락처 남겨주세요              8. 문의전화: 02) 2085-8164메일로 남겨 주셔야 빠른 확인됩니다.행복한나눔 목동점에서 즐겁고 보람있는 봉사하실 분!!많이 지원해주세요^^※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[굿네이버스 경기시흥지부] 희망편지쓰기대회 자원봉사자 모집(수시),경기,시흥시,공통,"굿네이버스 경기시흥지부입니다.희망편지쓰기대회 보조 자원봉사자를 모집하고 있습니다. [활동기간 및 시간]- 2019.4.~2019.5. (월, 화, 목 중 가능한 요일)주 1~2회(오전 : 9:00~12:00/오후 13:00~18:00) [활동내용]제 11회 희망편지쓰기대회 지원(물품 셋팅 및 기타 행정업무) [활동장소]굿네이버스 경기시흥지부(대야동 558-7번지 2층) [모집대상]봉사에 관심있는 사람 누구나 가능 굿네이버스 사업에 관심을 가지고 적극 참여할 의지가 있는 사람 [신청문의]굿네이버스 경기시흥지부 (031-316-1391)  ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
2019년 희망편지쓰기대회 행정업무 자원봉사자 모집,부산,북구,공통,"굿네이버스 부산제주본부에서는 2019년 희망편지쓰기대회 자원봉사자 모집 및 활동을 다음과 같이 진행하고자 합니다.1. 봉사내용 : '희망편지쓰기대회' 편지분류 및 계수2. 봉사기간 : 2016년 4월~5월 31일(희망하는 일정 월~금 중 선택 가능)3. 봉사시간 : 오전(09:30~12:00) / 오후(13:00~18:00)4. 모집대상 : 2~30대5. 주소: 부산광역시 북구 금곡대로 16 태림빌딩 10층, 굿네이버스 부산울산경남본부6. 연락처: 051-711-5670위와같이 자원봉사에 임하실 분들은 연락처로 연락을 주시면 감사하겠습니다. 많은 참여 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
업무보조 및 어르신 선물 품품 포장 업무,서울,서초구,공통,1. 봉사일자 : 2019-03-25~2019-03-292. 봉사장소 : 서초구 사무실3. 대     상  ; 대학생 및 일반인4. 봉사내용 : 업무보조 및 어르신 선물 물품 포장 업무문의및 신청  010-8484-5917※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[굿네이버스] 경기1본부 펀드레이징 분야 NGO봉사단 2기 모집,경기,성남시,공통,"[특전]-직접 캠페이너로서 굿네이버스 사업에 대해 이해하고 체험할 수 있는 절호의 기회!-뻔~~한 활동이 아닌 나만의 스토리를 만들 수 있는 기회!-말로만 들었던 어려운 펀드레이징을 쉽게 재밌게 알 수 있는 기회!-유쾌한 굿네이버스 직원이 전해주는 입사 노하우 및 꿀팁 제공 기회! [모집인원] 00명 [모집대상]-굿네이버스 사업 및 국제구호개발 NGO활동에 관심이 있는 분-NGO봉사단 활동기간을 성실히 완수할 수 있는 분-굿네이버스 사업 안내에 대해 적극적이고 열정적으로 임할 수 있는 분-봉사정신과 책임감이 강하며 범죄 경력이 없는 자-대학교 재학생, 복학생, 휴학생, 졸업생 등 학력, 거주지역 무관 [활동기간] 13:00-18:00(5시간)/주1~2회(월~금요일 중 선택) [NGO봉사단 활동 혜택]-봉사시간 인증(VMS) 및 NGO봉사단 수료증 지급-굿네이버스 입사 Pre인턴십 제공 (차등 지급)-NGO단체 캠페이너 활동 경험-굿네이버스 사업 및 NGO관련 교육 제공 [활동내용]-국내외 아이들의 좋은 변화를 만들어 가기 위한 주1회 캠페이너-굿네이버스가 다루고 있는 국내 및 국제이슈를 통한 나눔문화 캠페인 진행-굿네이버스 내 사업 및 행사 참여-거리시민들이 나눔에 동참할 수 있도록 적극적인 캠페이너 활동-SNS를 통한 굿네이버스 홍보활동  [접수 및 문의방법]-접수 : VMS 접수 / 문의 : 굿네이버스 경기1본부 문유라 간사 T.031-778-7020*굿네이버스와 함께 세상을 위한 좋은변화를 이루어가는데 동참해주실 여러분들의 적극적인 참여 부탁드립니다* ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
월드비전 사랑의 빵 동전모으기 개통 봉사활동,대전,서구,공통,"안녕하세요?월드비전 대전세종충남지역본부 사랑의 빵 동전모으기 저금통 개통 봉사자 구합니다.일자: 4월10일-26일 (택 1 이상) // 주중만 가능대상: 중등학생 이상업무난이도 ★ (쉬움)오전  9:00 -  11:50오후 13:10 - 18:00 ( 조율 가능)장소:대전 서구 월평북로 11 월드비전 한밭종합사회복지관 3층 대전세종충남지역본부 사무실 봉사내용:매년 마다 진행되는 사랑의 빵 동전모으기 캠페인을 위한 봉사입니다.모금된 사랑의 빵 상자를 개통하여 동전을 분류하는 봉사 입니다.업무 난이도에는 큰 어려움은 없습니다. 많은 참여 부탁드립니다.봉사활동 관련된 궁금한 사항은카카오플러스 친구 검색 ""월드비전대전세종충남지역본부"" 로검색하셔서 질문하시면 답변드리도록 하겠습니다.연락처 010-5364-1117지역본부 봉사 담당자 오성민  ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
한국시각장애인복지관 자원봉사자 모집,서울,강동구,공통,한국시각장애인복지관 자원봉사자 모집강동구 상일동에 위치한 한국시각장애인복지관에서 인식개선교육 보조 자원봉사자를 모집합니다.내용: 교육보조 봉사(간단보조)일시: 4월 매주 화요일 오전 10시 30분~12시 30분까지(일 2시간) ** 1일 선택 가능합니다장소: 강명초등학교** 신청 및 문의 : 한국시각장애인복지관 기획홍보팀 박아영 02-440-5225/010-6864-6833- 관심있으신 분들은 02-440-5225 로 전화 연락 주세요! ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
북부종합사회복지관 도시락배달 봉사자 모집,충북,청주시,공통,1. 봉사일자 : 2019-03-22~2019-04-192. 봉사장소 : 북부종합사회복지관3. 봉사내용 : 북부종합사회복지관 도시락배달 봉사자 모집문의)043-216-4004※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[굿네이버스 서울] 제11회 희망편지쓰기대회 봉사자 모집,서울,구로구,공통," *** 주말 및 공휴일은 봉사활동이 불가능합니다 **** 굿네이버스는?굿네이버스는 1991년 3월 한국인에 의해 설립된 국제구호개발 NGO로, 국내외 소외받고 고통받는 이웃을 위한 사회복지서비스와 구호 및 개발사업을 수행하고 있으며,1996년 국내 최초로 UNECOSOC(유엔경제사회이사회)로부터 NGO최상위 지위인 포괄적 협의지위를 부여받은 국제 전문사회복지 기관입니다.1. 활동기간 : 2019년 3월 4일(월) ~ 6월 27일(목) 중 가능 날짜    - 요일: 월~목 중 선택 가능    - 시간: 9:00~18:00 (해당 시간 중 활동 가능 시간 협의)      * 12~13시 점심시간은 봉사활동시간에서 제외2. 활동장소 : 서울 구로구 가마산로 236 도진빌딩 3층 3. 활동내용 : 제 11회 굿네이버스 희망편지쓰기대회 물품세팅 및 행정업무 4. 모집인원 : 20명 5. 모집대상 : 봉사활동에 관심있는 대학생, 굿네이버스 사업에 관심을 갖고 적극 참여할 의지가 있는 사람 6. 신청방법 : 메일 전송 (seoulcenter@gni.kr) * 굿네이버스 서울본부 홈페이지( http://seoul.goodneighbors.kr) 내 공지사항 서식>> 굿네이버스 서울본부 홈페이지 접속 후, 상단 공지/뉴스 카테고리 > 공지사항 > 봉사활동 신청서 5번글 확인 후, 메일 첨부발송 해 주시면 됩니다.     활동 신청 완료되신 분에게는 SMS 발송 되오니, 확인 해 주시면 됩니다.7. 문 의 : 굿네이버스 서울나눔인성교육센터 이상민 간사 (02-812-2040)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
서울부민병원(강서구) 자원봉사자 모집,서울,강서구,공통,"서울부민병원에서는 병원을 이용하는 환자 안내를 도와주실 자원봉사자를 모집합니다.-활동내용 : 환자 안내, 무인수납기 안내 등-활동기간 2018.3.20~-활동시간 : *월 : 오전(09:00~12:30) *수 : 오전 (09:00~12:30 / 오후 13:30~17:00)-장소 : 서울부민병원(강서구청 사거리)-문의 : seoyoung226@bumin.co.kr  *VMS를 통해 신청하신 분은 문자 발송 예정입니다. 문자 수신 후 통화 가능한 시간(평일 9시~5시)에 전화 주시기 바랍니다.*봉사활동은 20세 이상 성인에 한해 신청 가능합니다. (고등학생 신청 불가)*정기적으로 활동 가능하신 분에 한해 신청해주시기 바랍니다.  -오시는길 안내 : 지하철 가양역 8번출구 도보 10분 / 발산역 5번출구 도보 15분-버스이용 홈페이지 참고※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
국립정신건강센터 건강검진 안내,서울,광진구,공통,"- 일시 :  1.  2019년 5월 3일(금) 09:00 ~ 12:00, 13:00 ~ 17:30(*12시~1시 점심시간) 2.  2019년 5월 20일(월) 09:00 ~ 12:00, 13:00 ~ 17:30(*12시~1시 점심시간) - 장소: 국립정신건강센터 건강검진센터- 자격: 간호대, 사회복지학과 학생 우선 선발- 내용: 남자 고등학생 검진순서 및 문진표 작성안내- 연령: 20대~ 30대- 방법: 담당자에게 직접 전화로 신청(02-2204-0180~2, 09:00~11:30, 13:00~17:00) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
노인대학 프로그램 강사,세종,연서면,공통,"노래, 율동, 체조, 악기연주, 공예등 어르신들이 쉽게 배우실 수 있는 프로그램으로 재능기부 해 주실 강사님이나 보조강사님, 활동보조 해 주실 자원봉사자를 모집합니다.강사님은 소정의 강사료를 지급 해 드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
굿네이버스 서울중부지부 초등 성폭력예방인형극 강사모집,서울,은평구,공통,* 지원방법: 굿네이버스 서울은평아동보호전문기관(http://eunpyeong.goodneighbors.kr/)홈페이지 내 '공지사항-자원봉사자 모집 게시글'에서 신청서 작성 후 이메일 발송.            ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
서울부민병원(강서구) 자원봉사자 모집,서울,강서구,공통,"서울부민병원에서는 병원을 이용하는 환자 안내를 도와주실 자원봉사자를 모집합니다.-활동내용 : 환자 안내, 무인수납기 안내 등-활동기간 2018.3.20~-활동시간 : 매주 수요일 오전 (09:00~12:30 / 오후 13:30~17:00) -장소 : 서울부민병원(강서구청 사거리)-문의 : seoyoung226@bumin.co.kr  *VMS를 통해 신청하신 분은 문자 발송 예정입니다. 문자 수신 후 통화 가능한 시간(평일 9시~5시)에 전화 주시기 바랍니다.*봉사활동은 20세 이상 성인에 한해 신청 가능합니다. (고등학생 신청 불가)*정기적으로 활동 가능하신 분에 한해 신청해주시기 바랍니다.  -오시는길 안내 : 지하철 가양역 8번출구 도보 10분 / 발산역 5번출구 도보 15분-버스이용 홈페이지 참고 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
서류정리 및 각종 행사 보조,서울,마포구,남,1. 활동기간 : 2019.03.20~2. 요일/시간: 담당자 협의 가능3. 모집인원: 00명4. 봉사내용: 서류정리 및 각종행사 보조5. 활동장소: 마포구치매안심센터 (대흥역2번출구에서 도보로 10분/서강대학교 후문 맞은편 위치/서울시 마포구 대흥로122)6. 신청문의: 02-3276-1041※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[체인지메이커] 사무보조 및 업무보조 봉사자 모집 ,서울,양천구,공통,"안녕하세요. 사회복지단체 사단법인 체인지메이커입니다.저희는 '우리 이웃 모두가 행복할 수 있도록 우리부터 변하겠습니다' 라는 모토로 결손가정, 독거노인을 위한 나눔활동을 하고 있습니다.저희 단체에서 시간과 재능을 나눠주실 업무보조 봉사자님을 모집합니다. 마음 따뜻한 봉사자 분의 지원 부탁드립니다.^^- 기간 : 3월 ~ 6월 달까지 (주1회 ~ 3회 / 본인이 선택 가능)- 시간 : 13시 ~ 18시 또는 11시 ~ 18시 - 협의가능 (시간은 하루 3~4시간 이상이면 가능합니다. 시간, 날짜 등 모든 부분 협의가 가능합니다. 11시부터 오실경우 점심식사 제공)- 봉사 내용 : 컴퓨터 작업 가능자, 간단한 문서 작성 및 옮겨적기, 법인내 다양한 업무보조 봉사활동, 물품분배 등 다양한 봉사활동 진행.  성실하게 봉사 가능하신 분                     또는 NGO활동 기획 및 전문활동 기회                     또는 NGO홍보활동- 장소 : 서울 양천구 목동남로2길 25 서원빌딩 3층 체인지메이커- 활동혜택 : 활동인증서, 위촉장, 우수활동 상품지급  따뜻한 마음으로 봉사에 참여해주실 봉사자분들을 기다리겠습니다.신청해주신 봉사자분들에게는 담당자가 직접 문자 또는 전화를 드립니다.따뜻한 마음으로 봉사에 참여해주실 봉사자분들을 기다리겠습니다.문의가 있으신 분들은 체인지메이커 홈페이지나 02-6925-6789 또는 010-4477-8412를 통해 연락 부탁드립니다.신청해주신 봉사자분들에게 담당자가 직접 문자 또는 전화를 드리고, 봉사활동이 결정되신 분께는 최종적으로 다시 연락을 드리겠습니다.* 지원하신 분들께는 개별적으로 연락드립니다. 감사합니다.   ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
