제목,지역,소분류,성별,내용
2019년 제 5기 행복마을지킴이봉사단 모집_가족봉사단,경기,용인시,공통,"인시기흥장애인복지관에서는 지역사회 행복나눔을 실천할 학부모-학생 여러분의 참여를 기다립니다. ♥ 행복마을지킴이봉사단은?학부모와 고등학교 학생으로 구성된 가족봉사단으로, 용인시 기흥구 지역의 저소득 노인 및 장애인 가정에 1:1로 매칭되어 안부전화 및 가정방문 통해 정서적 교감을 나누며 행복한 우리 지역 마을을 만들어가는 자원봉사 활동입니다. ■ 모집 대상 : 용인시 거주 고등학교 학부모 및 학생(학생 형제.자매 함께 신청 가능) ■ 모집 기간 : 2019년 3월 22일까지 ■ 활동 기간 : 2019년 4월 ~ 12월 ■ 신청 방법 : 전화(031.895.3263~4) 및 이메일(happyvgv@naver.com) 신청학교학부모명학생명1학생명2학부모 연락처 ■ 진행 내용 : 정기활동 - 발대식(3월 30일), 세부교육(4월), 모니터링(정서/반찬/가사/이동 등)                   비정기활동 -지금 만나러 갑니다 : 맞춤형 일상생활물품 제공, 냉장고를 채워주세요 : 냉장고 보관용 식료품 제공,  한가족만들기: 대상자와 한끼 식사 진행                  일회성 프로그램 -김장김치, 명절선물※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
홍보 리플렛작업,서울,관악구,공통,1. 봉사일자 : 협의2. 봉사장소 : 협의3. 봉사내용 : 홍보 리플렛작업신청  010-9068-5917 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
!장애당사자에게 한글 또는 수학교육 지원!,대전,동구,공통,"보문장애인자립생활센터에서 실시하는 개별맞춤형교육지원사업의 봉사자선생님들을 모집합니다.장애당사자와 1:1로 매칭하여 한글 또는 수학 공부를 지원하는 프로그램입니다.1. 진행시간: 주중(월~금) 장애당사자와 강사가 시간을 맞추어 진행 / 주 1회, 두시간씩 (요일 및 시간 협의가능)  예) 매주화요일 14:00~16:002. 진행장소: 보문장애인자립생활센터 교육실 및 외부(장소 협의가능)3. 봉사시간(선택)  가. 유급봉사: 봉사시간 미지급 / 시간당 10,000원, 한 회기당 20,000원  나. 무급봉사: 봉사시간 지급 / 한 달 최대 8시간4. 모집인원: 가능하신 요일과 시간을 말씀해주시면 장애당사자분들과 시간이 맞는 봉사자분들이 투입되는 형식으로 진행 봉사활동에 대해 궁금하시거나 지원하고자 하는 봉사자선생님들은 042 286 7171 김아정간사에게 연락주세요!또는 홈페이지(http://www.bmcil.org) 공지사항을 참고해주세요!※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
♥서초구립방배노인복지관과 함께하실 자원봉사 한의사 선생님을 초대합니다.♥,서울,서초구,공통,"저희 서초구립 방배노인종합복지관에서는 복지관 이용 어르신을 대상으로 지역주민을 위한 보건향상과 복지증진에 기여함을 목적으로 행복한 공동체 형성을 위한[재능나눔 실천을 해주실 한의사 선생님]을 초대합니다1. 봉사제목 : 지역기관 연계 무료한방진료2. 봉사기간 : 2019년 03월 ~ (매월1회 주중 정기적인 한방진료)3. 봉사장소 : 방배노인종합복지관(사당역 11번출구, 이수역 6번 출구 직진 후 방배경찰서 옆 건물) 2층 건강증진실4. 봉사대상 : 복지관 이용 어르신5. 봉사내용 : 한방진료(침, 상담)6. 신청방법 : VMS신청 및 이메일 지원(bbsenior3@naver.com) - 이름, 연락처, 가능시간7. 봉사혜택 : VMS인증8. 문의사항 : 소수남 사회복지사(070-8676-3391)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
최중증 발달장애인 생활체육 강사,서울,영등포구,공통,"서울시립영등포장애인복지관에서는 최중증 발달장애인을 대상으로 하는 생활체육 프로그램 강사를 채용합니다.* 수업시간 : 2019.04.01 ~ 06.17 / 주 1회 (매주 월) / 13:30 ~ 15:30 / 2그룹으로 1시간씩 2시간 진행* 수업대상 : 1그룹 (자폐성 장애, 지체장애 - 2명) / 2그룹 (지적장애 - 2명)* 급여 : 시간당 40,000원* 수업내용 : 간단한 근력운동이나 생활체육* 대상 : 체육관련전공자 및 관련활동자* 문의 및 접수 : 성인평생교육팀 조성원 (070-4757-7131) / 지역사회개발팀 김나리 (070-4757-7138)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
양천어르신종합복지관 경로당 프로그램 전문자원봉사자를 모집합니다.,서울,양천구,공통,"양천어르신종합복지관에서는 경로당 이용회원을 대상으로 가요교실, 웃음체조, 실버체조(생활체조), 레크레이션 강사로 활동해주실 전문자원봉사자를 모집하고 있습니다. * 경로당 프로그램 강사 모집- 기간 : 2019년 3월 ~ 2019년 12월(6개월 이상 활동 가능하신 분)- 시간 : 월~금요일(13:00~15:00 / 시간조정 가능)- 장소 : 양천구 내 경로당- 모집분야 : 가요교실, 웃음체조, 레크레이션, 실버체조(생활체조) 등- 자격요건 : 관련 자격증 보유 또는 유경험자- 비고 : * 자원봉사활동 시 VMS활동시간 인증* 자원봉사자나들이 등 관내행사 참여 가능자- 문의 : 양천어르신종합복지관/☎02-2649-8813(담당 : 박창록 사회복지사) ※ 지역어르신들의 여가활동을 통한 건강한 노후생활을 위해 소중한 재능을 나누어주실 선생님들의 많은 참여 부탁드립니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[성북노인종합복지관] 준사례관리단 모집,서울,성북구,공통,※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[중랑구정신건강복지센터] 미술치료 관련학과 졸업자/관련 자격증 소지자,서울,중랑구,공통,"- 중랑구정신건강복지센터는 만성정신질환자의 재활 및 사회복귀를 돕고 정신장애인에 대한 편견해소 및 지역주민들의 정신건강 증진 사업을 하는 기관입니다.- 중랑구정신건강복지센터에서 미술치료를 아래와 같이 실시하고자 자원봉자사를 모집하고 있습니다.○ 모집분야 : 미술치료 프로그램 자원봉사자(강사)○ 모집기간 : 2019년 3월~○ 모집인원 : 0명○ 모집대상- 미술치료 관련학과 졸업자- 관련 자격증 소지자- 최소 6개월 이상 활동 가능한 자○ 활동내용- 미술치료 프로그램 진행○ 활동기간- 2019년 3월 ~ (매월 첫번째 주 화요일 or 매월 세번째 주 목요일)○ 혜택- 자원봉사확인증발급(vms)- 실습 확인서 발급 등○ 위치- 서울시 중랑구 면목로 238 중랑구민회관 1층 중랑구정신건강복지센터- 7호선 용마산역 3분 거리○ 담당자중랑구정신건강복지센터/ 강금령 정신건강사회복지사/ ☎02-3422-3804, 5921~3※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
재능기부(웃음치료),전남,순천시,공통,1. 봉사일자 : 2019-03-03~2. 봉사장소 : 생활실3. 봉사내용 : 보금자리노인복지센터(노인주간보호센터) 에서 어르신들을 위해 재능기부해주실 웃음치료사 선생님을 모십니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
지역주민연극단 신입단원 봉사자 모집,울산,울주군,공통,"         2019년 꿈을 모으는 DREAM POOL 연극단 『DREAM POOL 지역주민연극단』은 ‘정직’이라는 인성함양을 위해  지역의 미취학 아동에게 공연봉사 활동을 하는 지역주민으로 구성된 연극단입니다.·모집대상 : 연극에 관심있는 지역주민 누구나·모집분야 : 공연배우, 음향, 조명, 메이크업 등 스텝         ·모집기간 및 접수방법    ■ 모집기간 :  2019.02.27.(수) ~ 05.31.(금)                        ·   ■ 모집방법 : 복지관 홈페이지 공지사항 신청서 다운로드      ▷ 이메일 접수 : seobu9160@uljusiseol.or.kr      ▷ 방문 접수 : 복지관 1층 사무실      ▷ 팩스 접수 : 052) 229-9179·정기연습 : 매주 수요일 오전 10:00 ~ 13:00·활동내용 : 연극 및 안무 교육 / 공연활동·문의사항 : ☎ 052)229-9167/ 9160  울주군시설관리공단 서부종합사회복지관※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
청예단(청소년폭력예방재단) 캐릭터 3D모델링 재능봉사자 모집,서울,서초구,공통,"푸른나무 청예단(청소년폭력예방재단)은 학교폭력의 피해로 외아들을 잃은 아버지가 우리나라 최초로 학교폭력의 심각성을 시민사회에 알리고 학교폭력 예방과 치료를 위한 활동을 목적으로 설립된 UN경제사회이사회에서 특별협의지위를 부여받은 청소년 NGO입니다. *봉사내용 - 청예단 캐릭터 및 기타 이미지 3D모델링 작업 - 봉사내용은 봉사자의 기술능력에 따라 다르게 안내됨 *봉사 신청방법 - 봉사자님께서 wkoh9627@jikim.net로 메일발송 - 메일 발송시 ⓐ본인이 직접 작업한 작업물(이미지파일 또는 URL공유) ⓑ봉사 가능일시 ⓒ휴대폰 번호를 기입하여 메일 발송 - 담당자 확인 후, 메일 답장 또는 전화 안내 예정 *봉사장소 - 푸른나무 청예단 본부(단, 본부에서 할 경우 평일만 가능) - 자택 봉사 가능 *봉사기간 : 3/4일(월) ~ 4/30일(화) 중 가능한 일시 협의 *봉사시간 : 협의 따라 실제 작업시간 제공 *지원자격 : 3D 컴퓨터 그래픽 프로그램 활용 가능자 (틴커캐드, 온쉐이프, 퓨전360 등) *기타사항 - 봉사일자 내 정기 또는 수시 봉사 모두 가능 - 신청 후 반드시 담당자와 봉사 일시 협의 필수 (담당자 직통번호 ☎070-7165-1097) - 청소년의 경우, 작업의 원활한 진행을 위해 학생과 직접 소통이 가능한 경우에만 봉사 가능★교육행정정보시스템(NEIS)의 활동시간 인정에 대한 부분은 반드시 사전에 학교담임교사와 상담하고 봉사활동에 참여하시길 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[모집] 미술재능나눔 자원봉사자 모집,서울,동작구,공통,1. 봉사일자 : 2019-02-27~2019-05-31(매주 수요일)                 오전 10:20~11:10 (50분)2. 봉사장소 : 대방동 성당3. 봉사내용 : [모집] 미술재능나눔 자원봉사자 모집4. 봉사대상 : 성인 발달장애인※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
"수지침, 원예, 손발맛사지 등",경기,안성시,공통,"안성 시내에 위치한 안민의료재단 안성동인요양원은 2018년 3월에 개소하여 현재 20명의 노인성질환 어르신이 입소하여 생활하시는 노인의료복지시설입니다.어르신들이 재가가 어려워 보호자분들이 시설이용을 의뢰하여 생활하고 계시며 이전의 고려장이 아닌 돌봄이 필요한 어르신에게 맞는 케어와 서비스를 제공하여삶의 질을 높이고 보호자와 어르신이 함께 행복할 수 있는 사회를 만들기 위한 시설이 요양원이며 그럼에도 불구하고 많은 혜택을 접할 수 있도록 지원하고자역량있는 전문봉사자 분들의 손길을 기다립니다.기관 자체 운영 프로그램 외에 예배와 생활체육을 지원해 드리고 있으나 좀더 다양한 경험을 드리고자수지침, 원예, 손발 맛사지 등 전문적으로 지원할 수 있는 서비스를 제공해 드리고자 하오니 역략있는 많은 봉사자 분들의 협조 부탁드립니다.PS. 봉사시간과 요일 등은 봉사자 분들과 협의 후 조정합니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
2019년 나눔봉사단 미소지음 단원을 모집합니다!!,경기,군포시,공통,"지금까지 이런 봉사는 없었다. 이것이 나눔인가, 행복인가! 「군포시가야종합사회복지관 나눔리더 미소지음 5기 신규단원 모집」나눔문화 확산을 위해 기획부터 진행까지 하는 나눔 전문 봉사단!가야복지관과 함께할 전문 봉사단을 모집합니다! *모집 개요- 활동 내용① 유아 및 아동 대상 나눔교육 기획 및 진행(어린이집, 초등학교)② 지역 내 나눔문화 확산을 위한 나눔실천활동(아동, 시민)- 모집 인원: 10명- 지원 자격: 열정적인 대학생이라면 누구나 지원 가능!- 신청 방법: 복지관 홈페이지 공지사항 ‘미소지음 신규단원 신청서’ 다운(www.gayawel.or.kr)- 신청서 작성 후, e-mail로 제출(E-mail: gayawel@hanmail.net)※메일 제목 예시: 미소지음 활동신청서_ 임송하- 모집 기간: 2019년 4월 5일(금) ~ 4월 13일(토)- 서류 합격자 공고: 2019년 3월 15일 월요일* 활동 시 혜택- 자원봉사 시간 입력은 당연!!- 봉사를 통해 사회복지 네트워크 형성!- 나눔, 자원 관련 교육기회 제공- 사회복지 현장 직접 경험- 분기별 1회 우수 동아리원 선정 미소지음으로 들어오셔야 합니다. 제가 전적으로 책임지겠습니다. * 문의사항- 지역조직팀 임송하 사회복지사(☎031-395-4894)  ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
난타(강사) 자원봉사자 모집,광주,남구,공통,1. 봉사일자 : 2019-03-05~2019-12-31(매주 화요일 오전)2. 봉사장소 : 혜송주간보호센터3. 봉사내용 : 난타(강사) 수업 진행※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
고려대학교 구로병원 병원학교(남촌드림클래스) 교육 봉사자 모집,서울,구로구,공통,"*고려대학교구로병원 병원학교에서는 교육 지도가 가능한 대학생과 일반 성인 자원봉사자 분들의 참여를 환영합니다.*활동 가능 과목: 컴퓨터, 아이스크림홈런(자율학습지도), 특별활동(CA), 영어, 총 4과목*과목당 활동 인원: 각 1명, 총 4명 모집*신청 가능 요일 1. 월(오후) 2. 화(오후) 3. 목(오후)*오전 활동: 11:00~12:30, 오후: 13:00~16:30*활동 시간 일부 조정 가능함.*최소 6개월 활동 지속 요망*담당자연락처(02-2626-2808)로 전화 문의 후 내방하여 자원봉사자 신청서 작성※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
<안양시노인종합복지관> 찾아가는 실버인형극단,경기,안양시,공통,"1. 봉사일자 : 2019-03-15~2019-12-312. 봉사장소 : 안양시 내 보육시설(어린이집 및 유치원)3. 모집대상 : 어르신 자원봉사자3. 봉사내용 : 찾아가는 아동성범죄예방 및 아동예절 실버인형극단 - 5인 1조 활동 - 어린이집 및 유치원 아동을 대상으로 인형극 봉사 진행 - 봉인형을 활용한 인형극, 손유희, 줄인형 교육 후 활동※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
서대문장애인종합복지관 발마사지 자원봉사자 모집,서울,서대문구,공통,"서대문장애인종합복지관 권리옹호팀에서는 65세 이상 장애인분들의 건강관리 서비스를 제공하고자 발마사지 사업을 진행하려 합니다. 이에 전문적이고 마음이 따뜻한 분들의 도움을 받고자 발마사지 자원봉사자를 모집하오니 많은 관심 부탁드리겠습니다.1. 사업명: 발마사지2. 봉사시간: 오전, 오후 (협의 가능)3. 봉사기간: 2019년 3월 ~ 12월  4. 장소: 서대문장애인종합복지관 5층 셀프운동실5. 모집인원: 5명 (단체도 관계없음)6. 담당자: 권리옹호팀 김홍석 사회복지사 02-3140-3043 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
아동성폭력예방인형극 '소중한 몸과 마음을 서로서로 존중해요',충북,청주시,공통," 아동을 대상으로 하는 성범죄 가해자의 연령이 점점 어려지고, 미성년 가해자에 의한 성폭력이 꾸준히 증가하고 있으며, 폭력이나 완력의 사용보다 편의제공, 친분, 놀이, 애정과 칭찬 등 아동과 친밀함을 매개로 하는 애착형 범죄가 증가하고 있습니다. 또한, 학교, 유치원, 학원 등지에서 성폭력에 노출되는 비중이 크게 나타났으며, 주도적으로 아동을 보호할 책임 있는 친족 및 지인에 의한 성폭력 피해가 높게 나타나고 있습니다. 이에 본 기관에서는 주입식 성교육이 아닌 인형이라는 친숙한 매개체로 접근하여 성폭력 위험상황을 인지하고 실질적인 대처방법을 익힐 수 있도록 돕는 아동 성폭력 예방 인형극을 진행하고자 하오니 적극적인 참여를 부탁드립니다                                          -  아     래  - 가. 교 육 내 용 : 아동성폭력예방인형극 ‘소중한 몸과 마음을 서로서로 존중해요’나. 교 육 일 시 : 2019년 4월 ~ 11월 중 (주 2~3회 오전 중이며 세부일정은 학교, 자원봉사자와 협의 후 진행)다. 교 육 대 상 : 초등학교 1~2학년, 미취학 아동라. 교 육 장 소 : 인형극을 신청한 초등학교, 유치원, 어린이집(기관 차량 이용 가능)마. 교 육 내 용 : 1) 경계존중 방법 연습하기(OX퀴즈)                      2) 신체적 경계 침해시(성폭력) 대처방법 알기                      3) 유인 및 성폭력 위험상황 대처방법 연습하기(상황극 시연) 바. 교 육 방 법 : 대형인형극 무대 설치하여 자원봉사자가 인형과 교구를 활용하여 아동성폭력예방인형극 진행 사. 사 전 교 육 : 3~4월 인형극 진행 관련 사전교육 진행 예정*   비         고 : 인형극의 경우 음성, 진천, 증평 등의 지역에서도 진행하는 경우가 있으니 많은 관심 부탁드립니다. *   신 청 방 법 : 기관 메일 또는 전화로 연락 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
굿네이버스 전남서부지부 2019 아동권리교육 신규강사 모집,전남,목포시,공통,"*굿네이버스 전남서부지부(굿네이버스 전남서부권 아동보호전문기관) 홈페이지(http://mokpo.goodneighbors.kr)의 공지사항에 강사 지원서 양식 첨부해놓았습니다. 담당자 이메일(김진솔, 박영민/jskim1@gni.kr)으로 보내주시면 감사드리겠습니다 :)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
댄스지도,인천,계양구,공통,1. 봉사일자 : 2019-02-21~2019-12-312. 봉사장소 : 씨앗지역아동센터내3. 봉사내용 : 댄스지도※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[모집] 2019년 장애가정아동 '성장-멘토링' 멘토모집,광주,동구,공통,"1. 사업개요 가. 사 업 명 : 2018년 장애가정청소년 ‘성장-mentoring’ 나. 사업기간 : 2018. 03. ~ 2018. 11 다. 지원대상  1) 멘토 : 멘토링 활동을 희망하는 지역 내 대학(원)생 및 졸업생 11명   2) 멘티 : (조)부모가 1인 이상이 장애인인 저소득 가정의 초등학생 11명 라. 지원내용 : 1:1 가정방문 학습지원 및 건강관리, 문화활동 2. 신청 및 접수안내 가. 접수기간 : 2019. 02. 18.(월) ~ 2019. 03. 13.(수) 17:00까지 나. 접수방법 : e-mail 접수(dnan6676@hanmail.net), 방문접수 다. 접 수 처 : 광주광역시 동구 천변우로 339, 201호(수기동, 제일오피스텔빌딩) 라. 제출서류 : 멘토신청서, 재학증명서/졸업증명서(해당자), 개인정보 수집·이용·제공에 관한 동의서(멘토용), 성범죄경력조회동의서 및 아동학대관련범죄전력동의서  (※ 봉사장소는 차후 선정된 멘티와 1:1 매칭을 통해 정해지며, 광주전역에서 멘티신청을 받고 있습니다. 매칭은 거리와 성향을 고려하여 진행됩니다.) 3. 기타사항 가. 멘토 선정자의 경우 3월(예정) 1박2일로 진행하는 성장-mentoring ‘멘토 사전교육’에 의무적으로 참가하여야 함. 나. 모집공고 내용은 사정에 의해 변경될 수 있으며, 변경사항은 기관 홈페이지에 공고 및 접수자에게 개별통보 함. 다. 제출된 서류의 내용이 사실과 다를 경우 선정을 무효로 함. 라. 문의 : 광주광역시장애인재활협회 차태환(☎062-368-6676)  ※ 광주장애인재활협회 홈페이지 공지사항(http://www.gjw.or.kr/welfarezone/index.php?id=note&page=1&sn1=&gmcode=160&sn=off&ss=on&sc=on&no=254&docu=view)에서 관련 제출서류를 작성하여 보내주시면 됩니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[통기타 강습 봉사자 모집],서울,영등포구,공통,[통기타 강습 봉사자 모집]1. 모집내용 : 통기타 알려주실 분 2. 활동일정 : 2019년 3월 7일(목)~2019년 12월 26일(목) 격주 목요일3. 활동시간 : 19:30~21:30(2시간) 4. 모집인원 : 1명5. 장소 : 영등포구건강가정지원센터(대방역 도보 15분)  *** 담당자 : 추아영 사회복지사 (02-2678-2193)    ★ 봉사를 원하시는 분은 센터로 전화 접수 해주세요.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
일어 자원봉사 ,서울,종로구,공통,일어 가능하신 선생님 활동 입니다문의  010-9068-5917한글을  일본어로 작성해주시면됩니다※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
▶긴급◀방문이미용 봉사자 모집,서울,서초구,공통,"서초구립 한우리정보문화센터는 서초구에서 설립하고 서울가톨릭사회복지회가 위탁운영하고 있는 장애인종합복지관으로장애가 있는 사람과 가족의 복지증진, 함께 더불어 살아가는 복지공동체 건설을 위해 다양한 복지사업을 수행하고 있습니다.외출이 불가능하거나 외출에 어려움을 갖고 있는 재가장애인분들의 헤어커트를 지원해 주실 전문자원봉사자를 모집하고 있습니다.재가장애인분들의 깔끔하고 청결한 헤어스타일 유지와 일상생활 속에서의 행복한 전환 시점을 함께 만들어주실 자원봉사자분 선생님을 기다립니다~귀한 전문기술! 한우리와 함께 해요~- 봉사기간 : 3월~12월(월 1회 / 월 ~ 금 중 1일 / 오전 또는 오후 반나절 소요)- 봉사대상 : 재가장애인(지체, 뇌병변 등)- 봉사내용 : 헤어커트(재가장애인 가정에 담당직원과 함께 방문하여 진행, 휠체어 또는 침대에서 헤어커트 진행)- 봉사문의 : 서초구립 한우리정보문화센터 지역개발팀 한양호 (070-7209-2918) 자원봉사자 여러분 행복한 날 되세요~ ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[수정노인종합복지관] 인형극봉사단 전담 봉사자 모집,경기,성남시,공통,"수정노인종합복지관은 어르신들과 함께 동행하고, 어르신들을 최우선으로 하는 기관입니다.이 곳에서 따뜻한 나눔을 실천할 아름다운 봉사자분들을 찾습니다~1. 봉사내용 : 인형극봉사단 전담 봉사자 모집2. 봉사일시 : 매주 목요일 9시~12시3. 봉사장소 : 수정노인종합복지관4. 봉사인원 : 1명 5. 봉사혜택 : 1365 및 vms 봉사시간 기록6. 봉사문의 : 031-739-2929(수정노인종합복지관 이단비 사회복지사)* 평일 오전 9시~오후6시 사이에 연락 부탁드립니다. 7. 봉사신청 : 봉사 신청 후, 봉사문의 전화로 연락하여 일정 협의해주세요 (필수)저희 수정노인종합복지관에 관심가져주신 모든 봉사자분들께 감사의 말씀을 드리며 오늘 하루도 행복하고, 즐거운 하루 되시길 소망합니다~※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[충현복지관]스포츠 재능기부 봉사자 모집,서울,강남구,공통,"성인발달장애인(20~30대)를 위한 스포츠프로그램에 재능기부로 참여해주실 전문봉사자를 찾습니다.스포츠와 관련한 다양한 프로그램을 매주 체험해볼 수 있도록 준비하고 있으며복지관 내에서 활동할 수 있는 활동부터 서울권 내 복지관 인근 30분거리 1일 체험이 가능한 곳이 있으면 지원부탁드립니다.(댄스, 수영, 탁구, 배드민턴, 태권도, 클라이밍, 필라테스, 축구 등등 / (소정의 참가비 납부가능) *활동일자 : 매주 목요일 오후 1시~4시(시간조정가능)*활동기간 : 2019년 3월~12월*참여대상 : 성인발달장애인 15명 내외*참여전화 : 02-2192-0627 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[광주서구노인복지관] 경로당 영화상영 ,광주,서구,공통,"서구노인복지관 경로당활성화사업찾아가는 유랑극장영화상영 자원봉사단 ‘무비어터(movie+director)’ 모집 안녕하세요.이랜드복지재단 광주서구노인종합복지관에서는 영화를 통해 어르신이 문화와 즐거움을 느낄 수 있게 함께 “동행” 할 자원봉사자를 모집합니다. 보람있는 활동, 함께하는 행복, 경로당에서 만나요!#우리동네경로당 #유랑극장영화상영 #‘무비어터’와 함께 #절찬상영중  모집기간 : 2019. 02. 14.(목) ~ 02. 28.(목) 지원자격 : 1) 광주 서구에서 활동이 가능한 분.2) 꾸준한 자원봉사 활동이 가능한 분.3) 자원봉사활동에 관심과 열정이 있으신 분.4) 주 1~2회 활동이 가능한 분. 지원방법 : ‘무비어터’ 지원서 작성 후 이메일(dlgusdnslak@nate.com) 제출※ 메일제목에 “서구_성명_무비어터지원_제출일”표기 (예 : 서구_홍길동_무비어터지원_190201)(양식 : www.sgnoin.or.kr 홈페이지 게시판→ 공지사항 참고) 모집인원 : 0명 활동기간 : 2019년 3월 ~ 12월 활동내용 : 1) 광주 서구지역 내 경로당 영화준비 및 상영2) 어르신의 취미, 여가활동을 지원하는 프로그램 기획 및 진행3) 어르신과의 만남을 통한 정서적 지지활동 문의 : 황아람 사회복지사(T.062-447-4088)이현우 사회복지사(T.062-447-4112) ※ 봉사활동시간인증(VMS, 1365) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
재능봉사(사진촬영 및 포토샵 보정이 가능하신 분),경기,성남시,공통,"1. 기관소개: 복지관은 중증장애인생산품생산시설이자 사회적기업으로 발달장애인(근로사원) 44명이 근무중에 있습니다.재제조토너카트리지, 쇼핑백을 생산하고 강아지 수제간식을 판매하고 있는 가나안근로복지관은근로사원이 좀 더 일하기 좋은 환경을 제공하기 위해 근로사업과 더불어 다양한 복지사업을 시행하고 있습니다.2. 모집분야: 사진촬영 가능(포토샵 활용 가능)3. 세부내용: 강아지 수제간식, 재제조토너카트리지, 쇼핑백 등 가나안근로복지관 생산품 사진 촬영 및 포토샵 보정 작업4. 모집배경: 가나안근로복지관의 근로사원은 정해진 근무시간 내에 일을 하고 근로기준법에 준하는 급여를 받아갑니다. 이를 통해 근로사원들은 스스로 삶의 주체가 되어 경제적 독립 뿐 아니라 다양한 문화활동들을 즐기기도 합니다. 이를 위하여 가나안근로복지관은 보다 좋은 제품을 더 많이 판매하고 많은 수익을 창출하여 근로사원들에게 배분하고자 노력하고 있습니다.제품 홍보를 위한 다양한 활동을 하던 중 우리는 온라인 판매의 중요성을 인지하게 되었습니다. 그러나 소비자의 욕구를 이끌어낼 수 있는 사진 등이 구비되어있지 않아 많은 어려움을 겪고 있습니다. 이에 제품의 특징을 담은 사진 촬영을 하고 약간의 포토샵 보정 등이 가능한 봉사자 분이 계시다면 큰 도움이 될 것 같습니다.5. 문의: 운영지원팀 신윤희 070-8656-3431  ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
청아의료재단 동서병원에서 작업훈련프로그램 자원봉사자를 모집합니다.,경남,창원시,공통,"동서병원 전문요원실에서 자원봉사자를 모집합니다.저희 동서병원은 마산에 위치한 정신과 전문병원으로 교육병동과 재활병동을 포함하여 850병상을 보유하고 있으며 직업재활을 위한 보호작업장과 낮병원을 함께 운영하고 있습니다.현재 정신건강전문요원실에는 4명의 정신건강사회복지사와 5명의 정신건강간호사가 근무하고 있으며 정신장애인을 대상으로 다양한 재활프로그램을 실시하고 있습니다.정신건강에 관심을 가지고 있는 분들은 아래 사항을 참고하시어 많은 지원부탁드립니다.1. 모집대상 : 정신보건에 관심이 있는 모든 대학생, 정신보건사회복지와 관련된 수업을 이수하였거나, 정신보건분야 자원봉사 또는 실습경험이 있는 학생2. 활동내용 : 작업훈련프로그램 참여(보호작업장)3. 활동 기간 : 2019년 3월~ (최소 6개월 이상 활동 가능 요망) * 자원봉사활동 시간은 자원봉사 희망자의 일정에 맞춰 상담 후 조절 가능.4. 자원봉사활동 시 혜택 : 자원봉사인증센터에 활동 시간 인증, 자원봉사 확인증 발급, 정신건강관련 study5. 문의 : 동서병원 전문요원실(사회사업실) 055)230-1829 (자원봉사관리 담당자 강나리)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
